Ano,PAIS,TIPO_PLANTACAO,TEMPERATURA_MEDIA_C,TOTAL_PRECIPITACAO_MM,EMISSAO_CO2_MT,EVENTOS_TEMPERATURA_EXTREMA,ACESSO_IRRIGACAO_%,SAUDE_DO_SOLO,ESTRATEGIA_ADAPTACAO,IMPACTO_ECONOMICO_USD,NIVEL_CO2
2000,Canada,Wheat,8.14,684.02,23.76,9,16.02,66.22,Crop Rotation,603.23,MEDIO
2015,USA,Coffee,32.34,1416.6,22.01,5,46.95,89.53,No Adaptation,284.23,MEDIO
1999,Canada,Cotton,0.98,1617.28,18.16,0,46.01,49.96,Crop Rotation,394.4,MEDIO
2008,India,Soybeans,-1.7,266.84,9.02,2,61.07,69.05,No Adaptation,296.19,BAIXO
2023,India,Wheat,9.45,1501.52,11.19,9,95.35,87.57,Drought-resistant Crops,481.63,MEDIO
2021,France,Vegetables,9.78,860.59,21.11,9,79.71,32.87,Organic Farming,112.73,MEDIO
1997,Australia,Soybeans,16.51,1227.89,0.65,7,94.54,30.53,No Adaptation,858.54,BAIXO
2022,USA,Wheat,24.94,2859.01,14.46,9,60.04,36.84,No Adaptation,642.42,MEDIO
2019,Nigeria,Barley,32.94,2946.08,1.83,1,27.67,31.57,No Adaptation,350.13,BAIXO
1997,India,Soybeans,16.28,2157.76,29.19,7,15.87,49.04,Crop Rotation,1427.94,MEDIO
1995,Nigeria,Fruits,28.07,2386.33,20.44,3,32.26,47.6,Organic Farming,194.75,MEDIO
1991,Canada,Wheat,6.71,2935.67,8.63,10,40.96,75.69,Drought-resistant Crops,511.31,BAIXO
1998,USA,Rice,6.41,2498.83,3.32,8,41.12,70.92,Crop Rotation,307.25,BAIXO
2019,Australia,Coffee,-3.62,2689.43,27.89,1,52.6,92.1,Organic Farming,79.82,MEDIO
1993,Nigeria,Barley,0.39,1042.79,29.0,0,58.97,46.36,Crop Rotation,222.35,MEDIO
2019,Russia,Barley,32.43,2976.85,29.96,3,74.17,78.67,No Adaptation,166.27,MEDIO
2008,Nigeria,Rice,20.87,1522.71,9.84,6,93.13,85.55,Crop Rotation,833.71,BAIXO
2014,Argentina,Coffee,31.09,2803.01,14.84,9,64.45,56.5,Crop Rotation,555.43,MEDIO
1995,China,Soybeans,32.83,390.78,12.37,6,97.43,71.05,Drought-resistant Crops,398.92,MEDIO
2022,France,Fruits,1.7,1932.84,15.53,5,64.25,77.17,Organic Farming,796.95,MEDIO
2008,Argentina,Coffee,24.01,448.19,3.58,0,71.24,87.09,Drought-resistant Crops,248.72,BAIXO
2005,Argentina,Coffee,0.99,1734.15,12.23,3,45.81,44.68,Water Management,588.9,MEDIO
2013,Australia,Fruits,28.83,2466.76,6.15,9,61.08,59.08,Crop Rotation,421.7,BAIXO
2012,France,Sugarcane,8.61,1172.78,20.22,2,85.04,56.93,No Adaptation,897.76,MEDIO
2013,Russia,Barley,21.56,1680.65,9.24,5,67.37,53.17,Organic Farming,1405.62,BAIXO
2019,France,Soybeans,25.76,302.31,25.37,8,61.83,59.58,Organic Farming,458.46,MEDIO
2020,China,Corn,30.39,2409.77,13.35,6,30.51,75.8,Water Management,988.46,MEDIO
2023,India,Wheat,25.24,1286.6,17.36,0,38.65,68.18,Organic Farming,223.01,MEDIO
2007,France,Cotton,3.11,2940.37,7.63,3,52.98,84.52,Crop Rotation,505.11,BAIXO
2020,Nigeria,Vegetables,2.79,816.76,2.07,6,32.9,31.51,No Adaptation,853.14,BAIXO
2000,Canada,Cotton,29.84,1139.97,2.68,0,79.32,38.08,Organic Farming,1722.29,BAIXO
2006,India,Barley,29.54,758.21,13.25,1,87.31,92.16,Drought-resistant Crops,554.45,MEDIO
2007,Brazil,Coffee,31.75,407.81,25.6,1,13.13,61.01,No Adaptation,694.51,MEDIO
2018,France,Vegetables,27.53,2446.24,25.42,1,45.5,63.55,Drought-resistant Crops,378.81,MEDIO
2016,China,Fruits,34.24,1433.51,7.19,3,98.25,94.12,Crop Rotation,1177.34,BAIXO
2017,France,Fruits,30.38,1600.22,26.03,5,66.31,84.05,Organic Farming,300.88,MEDIO
2011,Russia,Corn,-2.33,2883.27,10.74,4,99.16,81.12,Drought-resistant Crops,495.64,MEDIO
1999,USA,Rice,3.44,1679.95,8.11,4,95.83,70.69,Crop Rotation,1119.2,BAIXO
1993,USA,Soybeans,3.86,837.8,3.07,5,39.28,56.84,Water Management,336.24,BAIXO
2013,China,Soybeans,26.87,2859.4,27.8,8,19.42,36.68,Crop Rotation,571.19,MEDIO
2005,Australia,Rice,32.33,2163.43,0.57,2,44.86,37.7,Crop Rotation,1107.78,BAIXO
1991,Nigeria,Fruits,-4.5,1307.02,22.81,10,24.45,51.5,Drought-resistant Crops,352.83,MEDIO
2002,Nigeria,Corn,26.97,645.62,13.1,1,80.11,39.95,Drought-resistant Crops,1465.0,MEDIO
1991,India,Sugarcane,17.8,2333.03,11.49,5,77.06,83.87,No Adaptation,603.91,MEDIO
2004,USA,Corn,9.69,1483.04,7.29,10,56.23,71.74,Drought-resistant Crops,858.22,BAIXO
2015,Canada,Soybeans,14.01,1160.43,5.94,5,97.68,71.4,Drought-resistant Crops,1093.64,BAIXO
2004,Canada,Barley,15.87,1788.61,27.64,8,68.82,84.75,Water Management,838.07,MEDIO
2012,China,Soybeans,22.23,897.69,17.29,6,20.74,83.44,Drought-resistant Crops,820.07,MEDIO
2013,Australia,Cotton,10.85,1807.65,4.55,0,63.65,99.48,Water Management,601.38,BAIXO
2008,India,Soybeans,15.27,1729.28,7.87,4,39.86,44.56,Organic Farming,503.78,BAIXO
2020,Canada,Rice,11.76,1722.3,18.08,3,26.48,49.11,Drought-resistant Crops,500.93,MEDIO
2019,France,Barley,16.73,699.35,9.26,4,16.97,61.6,No Adaptation,1444.39,BAIXO
1993,India,Vegetables,13.5,2624.86,17.49,7,14.95,68.24,No Adaptation,297.94,MEDIO
2001,Argentina,Vegetables,26.11,2105.54,21.7,4,55.7,65.05,No Adaptation,283.43,MEDIO
1994,Russia,Rice,7.3,2805.57,3.73,6,91.63,95.01,Drought-resistant Crops,243.98,BAIXO
1997,Australia,Rice,8.54,1394.03,28.83,10,95.84,69.77,No Adaptation,144.87,MEDIO
1990,Russia,Sugarcane,5.09,438.15,22.54,8,29.54,61.81,Crop Rotation,1105.72,MEDIO
2008,Australia,Coffee,33.78,1535.55,8.64,0,13.04,68.21,Water Management,1728.09,BAIXO
2022,Brazil,Rice,19.64,1932.49,6.76,9,24.7,72.86,Organic Farming,644.69,BAIXO
2017,France,Fruits,0.87,1551.35,13.93,0,10.53,35.22,Crop Rotation,694.16,MEDIO
2023,France,Cotton,30.92,927.43,15.85,7,78.57,94.28,Organic Farming,565.67,MEDIO
2002,France,Rice,27.59,1563.55,20.01,5,60.94,77.61,Crop Rotation,1028.51,MEDIO
2009,France,Soybeans,30.83,1311.1,13.08,10,30.28,94.14,Drought-resistant Crops,504.46,MEDIO
2005,Russia,Vegetables,30.1,717.04,15.03,6,13.51,89.32,Water Management,318.52,MEDIO
1994,USA,Vegetables,25.67,2656.59,3.6,2,79.55,83.49,Water Management,1112.18,BAIXO
2008,Nigeria,Barley,4.58,2914.54,23.93,3,40.07,89.38,Crop Rotation,277.35,MEDIO
2018,Argentina,Corn,20.79,1072.51,12.42,3,51.42,62.07,Organic Farming,619.43,MEDIO
1996,Australia,Soybeans,15.9,1486.3,11.59,5,61.09,45.73,Water Management,674.64,MEDIO
2002,China,Fruits,28.98,2647.39,6.95,10,46.77,55.64,Organic Farming,1702.4,BAIXO
1992,Canada,Wheat,3.29,881.21,15.9,6,78.83,79.39,Crop Rotation,1121.93,MEDIO
2003,Nigeria,Wheat,32.47,2061.78,20.66,10,31.42,32.21,Organic Farming,1416.3,MEDIO
1999,Argentina,Coffee,13.6,1097.98,9.08,1,28.48,44.91,Crop Rotation,2103.2,BAIXO
2019,Canada,Soybeans,34.32,2001.16,24.0,7,49.57,77.14,Crop Rotation,1007.8,MEDIO
2023,Russia,Wheat,-3.79,1186.98,25.65,8,62.66,70.97,No Adaptation,660.74,MEDIO
2009,China,Barley,22.37,716.36,5.07,8,90.33,70.89,Organic Farming,965.01,BAIXO
2005,Russia,Sugarcane,18.14,756.86,20.98,7,15.23,58.07,Water Management,1322.83,MEDIO
2018,Canada,Sugarcane,14.91,1908.62,7.14,8,58.39,55.05,No Adaptation,884.68,BAIXO
2010,Nigeria,Vegetables,30.2,435.62,29.86,6,66.12,78.57,Drought-resistant Crops,407.9,MEDIO
1998,Brazil,Sugarcane,8.96,1075.2,6.65,8,43.75,90.96,Water Management,650.16,BAIXO
2012,Russia,Rice,27.98,586.44,4.25,9,20.93,94.13,No Adaptation,776.04,BAIXO
2004,Nigeria,Cotton,18.13,909.25,9.63,8,47.95,61.27,Crop Rotation,1265.52,BAIXO
2013,Argentina,Barley,10.51,1600.23,24.19,5,43.59,54.01,Crop Rotation,717.53,MEDIO
2019,Argentina,Barley,0.25,325.28,25.53,10,59.59,97.92,Water Management,289.69,MEDIO
1991,France,Vegetables,10.21,1877.87,4.63,2,69.46,36.62,Crop Rotation,765.11,BAIXO
2017,USA,Barley,11.54,853.59,6.12,5,82.0,71.29,Drought-resistant Crops,1597.45,BAIXO
2021,USA,Vegetables,-1.19,505.87,1.83,1,77.22,44.22,Organic Farming,619.5,BAIXO
2009,Canada,Rice,19.09,2294.6,26.4,3,42.19,46.35,Drought-resistant Crops,353.96,MEDIO
1993,Brazil,Wheat,9.18,2117.82,12.87,4,92.27,58.88,No Adaptation,949.22,MEDIO
1993,Brazil,Wheat,-4.27,2910.07,7.41,2,80.12,87.5,Water Management,277.34,BAIXO
2001,Argentina,Rice,-3.61,1773.55,7.72,6,54.17,84.21,Drought-resistant Crops,340.32,BAIXO
1999,USA,Soybeans,8.72,287.09,24.09,8,34.61,53.82,Drought-resistant Crops,236.37,MEDIO
2001,India,Barley,32.73,2219.82,22.52,3,78.62,65.45,No Adaptation,1416.49,MEDIO
1993,USA,Vegetables,30.78,1555.67,13.91,10,43.54,50.45,Crop Rotation,1176.12,MEDIO
2000,France,Soybeans,-0.32,2749.76,1.14,2,46.56,77.93,Water Management,758.04,BAIXO
2014,Australia,Soybeans,23.53,1430.97,20.06,0,61.25,55.73,Organic Farming,379.34,MEDIO
2011,Australia,Soybeans,24.89,468.2,3.24,8,42.34,36.78,No Adaptation,132.17,BAIXO
1993,Brazil,Barley,31.16,990.6,0.7,8,97.74,95.42,Organic Farming,373.82,BAIXO
2001,Nigeria,Rice,0.75,2013.61,24.94,7,81.74,78.62,Organic Farming,843.89,MEDIO
1993,Nigeria,Wheat,32.58,2829.1,23.86,5,31.72,62.26,Organic Farming,846.1,MEDIO
1998,Nigeria,Vegetables,-2.71,1161.19,5.59,1,64.72,62.97,Organic Farming,199.47,BAIXO
2000,India,Barley,30.76,440.93,21.69,8,98.62,70.21,Crop Rotation,1175.5,MEDIO
2010,China,Sugarcane,18.4,2904.79,14.83,10,20.31,67.91,Crop Rotation,1731.68,MEDIO
2019,Australia,Sugarcane,12.35,241.55,27.74,3,74.62,86.46,Water Management,264.29,MEDIO
2000,Canada,Rice,14.03,808.91,21.76,8,72.45,82.03,Organic Farming,1411.62,MEDIO
2021,Nigeria,Corn,8.89,1497.8,9.09,1,20.04,38.09,Organic Farming,951.29,BAIXO
2022,USA,Soybeans,33.22,1728.88,28.88,1,64.2,35.8,No Adaptation,627.87,MEDIO
1995,USA,Fruits,10.8,927.61,29.72,10,96.15,57.13,Water Management,1069.56,MEDIO
2012,Brazil,Corn,9.85,1313.11,0.91,10,58.96,57.26,Crop Rotation,618.82,BAIXO
2008,Russia,Corn,26.0,1885.9,5.7,3,95.06,79.22,Organic Farming,322.77,BAIXO
2002,Argentina,Barley,26.55,1284.1,3.97,6,58.22,49.27,Water Management,1166.85,BAIXO
2018,Australia,Coffee,19.92,2593.55,4.34,10,29.39,48.22,No Adaptation,1786.42,BAIXO
1999,Russia,Rice,30.56,2557.89,14.29,9,17.42,92.36,Organic Farming,1413.39,MEDIO
2022,Nigeria,Wheat,29.75,2615.64,17.59,7,19.21,55.84,Water Management,326.57,MEDIO
1997,Argentina,Soybeans,29.82,1629.43,17.96,6,77.58,34.13,Organic Farming,585.76,MEDIO
2019,France,Corn,21.56,1575.58,2.65,2,61.04,88.01,Organic Farming,1416.27,BAIXO
2018,Canada,Vegetables,26.1,541.68,10.99,6,77.62,41.67,No Adaptation,466.94,MEDIO
2005,China,Wheat,27.2,1485.6,4.05,5,77.55,32.37,No Adaptation,1212.9,BAIXO
2002,India,Vegetables,-4.87,2159.07,17.63,9,95.73,92.34,Crop Rotation,115.75,MEDIO
2019,Russia,Barley,18.55,1814.97,18.2,10,57.5,73.56,Organic Farming,1443.12,MEDIO
2011,USA,Sugarcane,10.91,2091.83,3.92,7,58.42,45.48,No Adaptation,568.87,BAIXO
1997,USA,Wheat,31.56,1874.08,3.67,5,12.63,50.63,No Adaptation,826.13,BAIXO
2002,China,Fruits,17.28,1291.26,27.12,1,92.41,60.75,No Adaptation,764.46,MEDIO
2020,Nigeria,Coffee,3.96,1451.61,27.46,4,61.95,52.06,Water Management,355.48,MEDIO
2021,China,Wheat,15.17,775.63,26.64,10,88.38,34.46,Crop Rotation,1433.72,MEDIO
1998,Nigeria,Sugarcane,4.81,401.76,22.01,1,49.1,79.03,Organic Farming,330.95,MEDIO
2010,Russia,Cotton,14.4,644.7,29.52,3,78.08,70.89,Crop Rotation,1880.88,MEDIO
2000,USA,Soybeans,6.16,896.44,5.55,2,66.11,44.96,Drought-resistant Crops,505.39,BAIXO
1998,USA,Soybeans,33.47,2861.03,4.3,8,83.59,42.25,Drought-resistant Crops,1543.93,BAIXO
2011,Argentina,Corn,12.01,1026.22,4.4,5,54.49,34.46,No Adaptation,504.47,BAIXO
2002,Argentina,Wheat,34.61,559.76,26.76,6,76.5,63.01,Drought-resistant Crops,694.15,MEDIO
2003,USA,Corn,26.44,963.12,1.0,4,34.3,65.04,Crop Rotation,1439.1,BAIXO
1992,China,Coffee,12.51,2301.11,13.93,10,41.75,35.89,Water Management,258.84,MEDIO
2013,Argentina,Wheat,32.54,1265.64,19.24,5,93.02,64.84,Water Management,211.11,MEDIO
2011,China,Corn,13.83,1484.12,29.67,4,56.18,42.02,No Adaptation,418.13,MEDIO
1996,Brazil,Wheat,14.86,2059.61,3.38,6,31.8,61.79,Organic Farming,714.36,BAIXO
2019,Brazil,Fruits,3.27,1262.53,25.81,9,66.75,42.74,No Adaptation,266.75,MEDIO
2006,Brazil,Wheat,34.29,282.55,25.91,7,46.16,97.0,Drought-resistant Crops,1621.46,MEDIO
2009,Nigeria,Soybeans,34.98,1167.97,24.28,5,93.02,73.62,No Adaptation,596.99,MEDIO
2024,Australia,Soybeans,22.47,2261.66,10.48,4,44.44,38.23,No Adaptation,1644.78,MEDIO
2022,Russia,Cotton,23.34,974.87,1.02,6,50.3,79.66,No Adaptation,730.2,BAIXO
1998,Canada,Wheat,24.05,2298.36,7.83,1,27.35,94.27,Water Management,377.9,BAIXO
1994,Argentina,Rice,16.82,2903.1,17.29,2,48.43,42.95,Drought-resistant Crops,246.18,MEDIO
2010,France,Sugarcane,22.09,444.4,16.51,9,47.41,65.43,Crop Rotation,482.33,MEDIO
1997,India,Fruits,26.81,1664.2,12.19,2,63.11,58.19,Crop Rotation,642.28,MEDIO
2015,China,Vegetables,25.83,615.37,3.9,9,38.78,83.96,Water Management,346.39,BAIXO
2009,Canada,Coffee,33.81,2332.9,13.7,1,55.86,66.79,Water Management,1683.39,MEDIO
1997,India,Soybeans,19.89,1966.89,1.89,6,10.57,31.88,Organic Farming,325.32,BAIXO
2004,Brazil,Sugarcane,6.55,308.47,7.77,9,89.35,74.32,Water Management,461.71,BAIXO
2020,USA,Sugarcane,11.13,1655.03,9.01,4,27.5,78.32,Water Management,1192.0,BAIXO
1990,China,Wheat,9.28,213.5,27.31,9,81.11,97.27,Water Management,365.33,MEDIO
2013,China,Cotton,11.86,2605.87,11.33,0,69.35,52.77,Organic Farming,1031.88,MEDIO
2007,France,Cotton,23.76,692.63,21.47,0,46.77,56.36,Organic Farming,524.7,MEDIO
2016,China,Vegetables,-0.11,2707.78,11.69,10,49.0,50.68,Drought-resistant Crops,225.33,MEDIO
1990,France,Barley,11.13,895.69,9.06,3,76.08,73.17,Organic Farming,1054.71,BAIXO
2019,France,Fruits,22.44,1516.81,13.0,4,13.4,36.29,No Adaptation,459.33,MEDIO
2001,Nigeria,Sugarcane,-2.06,1484.46,27.27,6,18.66,88.39,Drought-resistant Crops,825.71,MEDIO
2012,Canada,Barley,33.75,1107.31,1.37,7,56.89,57.43,Crop Rotation,429.55,BAIXO
2001,France,Soybeans,17.84,1886.41,3.52,7,33.52,55.8,Drought-resistant Crops,710.02,BAIXO
2013,Argentina,Soybeans,23.11,1173.53,5.58,10,21.15,85.77,Organic Farming,573.11,BAIXO
2001,Australia,Rice,34.75,955.58,28.48,9,36.72,46.82,Water Management,634.06,MEDIO
2008,China,Rice,8.9,312.34,29.55,8,61.9,76.44,No Adaptation,286.77,MEDIO
2016,Argentina,Soybeans,2.06,1365.7,2.36,1,31.36,54.49,No Adaptation,570.08,BAIXO
2009,Argentina,Wheat,-2.38,1891.21,25.91,4,15.73,70.38,No Adaptation,253.85,MEDIO
2003,Brazil,Coffee,6.15,902.86,21.15,0,31.17,97.32,Water Management,1026.78,MEDIO
2005,Canada,Corn,5.57,2244.11,4.69,6,26.18,85.79,Crop Rotation,640.44,BAIXO
1992,France,Vegetables,13.22,1940.41,16.5,5,42.69,99.15,Water Management,1432.35,MEDIO
1996,France,Vegetables,30.02,477.12,29.59,6,15.09,82.6,Crop Rotation,1040.15,MEDIO
2011,Russia,Rice,29.27,1819.34,2.47,3,25.72,75.78,Water Management,352.63,BAIXO
2012,Argentina,Barley,17.16,2928.02,2.97,4,41.23,92.52,No Adaptation,1189.6,BAIXO
2023,Nigeria,Vegetables,-2.32,1912.49,10.95,4,69.63,43.51,Drought-resistant Crops,418.46,MEDIO
2022,Nigeria,Fruits,9.54,2534.93,10.37,1,22.66,42.11,No Adaptation,304.62,MEDIO
2023,Nigeria,Sugarcane,21.16,722.04,13.48,7,73.51,36.78,Water Management,179.35,MEDIO
2019,USA,Barley,17.55,1855.74,17.78,6,43.55,69.35,Water Management,389.18,MEDIO
2013,France,Coffee,6.25,1392.25,5.32,7,74.53,58.12,Drought-resistant Crops,246.16,BAIXO
1998,Australia,Sugarcane,3.37,448.22,17.99,10,99.23,73.79,Crop Rotation,666.02,MEDIO
2001,Canada,Soybeans,21.43,1409.21,19.62,3,84.56,93.43,Organic Farming,824.59,MEDIO
1999,India,Rice,-3.9,634.46,20.04,3,60.14,56.67,No Adaptation,1014.74,MEDIO
2004,Nigeria,Cotton,29.21,1154.47,20.8,8,83.48,89.87,Water Management,316.64,MEDIO
2022,Argentina,Soybeans,27.07,2388.37,3.79,1,95.33,58.31,Crop Rotation,262.69,BAIXO
1994,USA,Rice,4.06,2204.74,22.29,4,75.41,98.61,Organic Farming,202.96,MEDIO
1990,Brazil,Rice,16.81,1539.58,9.7,2,49.92,96.86,Water Management,656.04,BAIXO
2016,India,Fruits,6.23,302.22,19.39,6,55.47,40.93,Organic Farming,421.91,MEDIO
2000,Canada,Cotton,17.9,1647.23,29.45,2,81.18,51.72,Organic Farming,569.72,MEDIO
2014,Argentina,Fruits,28.99,1009.89,26.49,8,95.95,88.85,Crop Rotation,379.57,MEDIO
2015,China,Sugarcane,25.39,2038.28,17.32,10,87.92,90.18,Organic Farming,1100.82,MEDIO
2019,Australia,Barley,34.34,2799.86,28.49,6,64.45,51.88,Water Management,260.4,MEDIO
2017,Nigeria,Coffee,-4.37,2008.99,20.55,9,27.04,35.05,Drought-resistant Crops,449.15,MEDIO
2014,Australia,Fruits,3.92,348.6,8.61,5,25.35,74.07,Drought-resistant Crops,264.76,BAIXO
2004,Nigeria,Soybeans,27.36,2888.98,1.66,0,83.96,40.23,Drought-resistant Crops,900.01,BAIXO
2021,France,Coffee,2.9,775.14,28.16,0,18.26,89.58,Organic Farming,255.09,MEDIO
2016,China,Soybeans,24.82,2327.73,18.26,6,85.58,51.7,Water Management,278.69,MEDIO
2024,Canada,Corn,4.06,734.32,3.65,10,24.3,38.53,Organic Farming,262.83,BAIXO
2010,China,Cotton,32.0,2759.94,17.49,2,84.75,64.75,Water Management,565.43,MEDIO
2021,Russia,Rice,2.53,1631.19,11.06,1,55.67,88.47,Organic Farming,269.94,MEDIO
2009,Brazil,Corn,5.72,1400.13,28.43,2,82.47,93.72,Drought-resistant Crops,357.73,MEDIO
2014,France,Vegetables,12.0,1674.84,28.7,5,35.13,83.12,Water Management,575.3,MEDIO
1995,Russia,Wheat,4.65,2889.47,27.7,7,60.51,46.02,Drought-resistant Crops,299.43,MEDIO
1995,China,Soybeans,30.76,1322.93,8.16,5,50.23,37.33,No Adaptation,1022.33,BAIXO
2002,USA,Cotton,5.35,1633.86,28.68,7,28.72,78.81,Organic Farming,1147.65,MEDIO
2024,Nigeria,Barley,17.13,1066.37,17.01,4,13.23,62.33,Crop Rotation,373.69,MEDIO
1990,Canada,Barley,1.82,1872.17,3.96,7,23.59,61.12,Crop Rotation,1287.97,BAIXO
2022,Australia,Barley,6.66,2314.03,18.86,6,79.25,42.49,Organic Farming,237.46,MEDIO
1991,Brazil,Barley,-3.52,1263.9,5.53,0,39.57,82.02,Crop Rotation,667.33,BAIXO
1994,Argentina,Sugarcane,27.99,2639.24,22.06,5,96.87,58.34,No Adaptation,765.93,MEDIO
2018,USA,Cotton,31.92,1694.55,25.29,1,77.56,93.76,No Adaptation,671.04,MEDIO
1990,Russia,Fruits,-3.99,1214.72,19.87,0,34.74,98.24,Drought-resistant Crops,524.93,MEDIO
2024,Brazil,Cotton,31.93,374.67,5.12,8,58.86,31.97,No Adaptation,708.33,BAIXO
1994,India,Coffee,4.66,1763.35,22.61,6,72.58,80.68,Crop Rotation,196.87,MEDIO
1996,India,Sugarcane,0.33,1239.78,0.68,7,20.97,62.34,Water Management,345.52,BAIXO
2015,Nigeria,Fruits,25.46,2782.88,24.84,6,93.25,58.82,Organic Farming,870.67,MEDIO
2017,China,Fruits,24.67,422.83,1.95,4,65.35,85.81,Drought-resistant Crops,555.76,BAIXO
1999,France,Soybeans,22.38,1570.59,13.39,4,37.41,66.44,Water Management,411.02,MEDIO
2004,Canada,Coffee,16.73,2682.0,8.82,0,13.08,72.7,Drought-resistant Crops,1778.73,BAIXO
2024,Australia,Cotton,-3.31,1560.5,6.98,2,69.08,40.99,Drought-resistant Crops,574.52,BAIXO
2016,China,Rice,9.6,2159.12,2.3,9,88.06,32.32,No Adaptation,967.3,BAIXO
1991,Russia,Fruits,0.48,971.87,20.25,3,98.92,99.54,Drought-resistant Crops,206.78,MEDIO
1994,Canada,Barley,12.48,1025.33,28.6,10,32.04,80.17,Crop Rotation,747.35,MEDIO
2010,Argentina,Coffee,15.97,2667.57,8.93,3,33.03,50.3,No Adaptation,1776.18,BAIXO
1999,Russia,Barley,21.61,1026.42,12.88,0,63.62,83.28,Organic Farming,268.45,MEDIO
1995,France,Barley,21.69,2579.14,26.14,5,45.79,42.01,Organic Farming,355.44,MEDIO
2002,Canada,Wheat,-1.77,891.2,1.71,9,20.12,90.35,Drought-resistant Crops,319.95,BAIXO
2014,USA,Cotton,24.17,829.01,4.72,0,56.37,40.02,Organic Farming,526.7,BAIXO
2015,USA,Barley,16.58,1896.26,9.74,6,39.67,95.19,No Adaptation,306.12,BAIXO
2020,France,Barley,6.25,2698.63,21.51,3,69.01,87.44,Crop Rotation,790.93,MEDIO
2018,Australia,Cotton,33.54,2429.78,28.75,4,19.24,66.14,Organic Farming,453.84,MEDIO
2014,Canada,Sugarcane,11.86,2032.11,2.6,4,47.53,65.18,No Adaptation,967.83,BAIXO
2008,Russia,Rice,10.71,1405.25,3.36,7,54.78,47.7,Water Management,404.22,BAIXO
2012,Brazil,Corn,7.61,215.42,16.31,6,70.39,58.38,Organic Farming,516.02,MEDIO
1999,France,Wheat,-2.74,1739.73,4.12,2,35.39,50.07,Water Management,390.43,BAIXO
2012,India,Fruits,1.38,770.07,18.02,8,31.23,53.41,Crop Rotation,224.81,MEDIO
1993,Australia,Sugarcane,28.99,1916.75,18.45,2,27.08,97.68,No Adaptation,665.0,MEDIO
2007,Brazil,Rice,10.38,1573.94,17.5,8,23.22,74.24,Crop Rotation,862.58,MEDIO
1990,USA,Fruits,20.78,1747.58,5.37,9,70.97,50.84,Organic Farming,801.4,BAIXO
2001,Russia,Wheat,7.98,309.68,12.37,7,85.81,84.9,Drought-resistant Crops,241.11,MEDIO
2017,Argentina,Wheat,20.1,2064.14,23.73,2,56.09,70.88,Drought-resistant Crops,343.42,MEDIO
1998,France,Wheat,33.9,2653.35,18.15,2,57.82,59.63,Water Management,1020.23,MEDIO
2015,Argentina,Rice,10.25,981.83,8.23,7,88.82,41.02,Crop Rotation,779.81,BAIXO
2020,France,Corn,13.76,697.71,29.48,3,24.07,98.14,Drought-resistant Crops,685.18,MEDIO
1998,India,Fruits,-2.08,2476.59,7.14,1,67.42,48.72,Crop Rotation,324.15,BAIXO
1991,India,Fruits,25.74,2980.09,1.65,1,71.88,72.85,Water Management,306.73,BAIXO
1990,India,Cotton,2.25,1692.05,2.23,2,96.7,74.8,Crop Rotation,1083.0,BAIXO
2024,Brazil,Vegetables,18.66,2056.69,22.62,5,97.5,99.86,Drought-resistant Crops,1727.05,MEDIO
2004,France,Fruits,6.73,2420.47,2.53,3,39.34,75.34,Drought-resistant Crops,1167.11,BAIXO
1994,Australia,Vegetables,12.45,2232.66,26.02,9,33.69,99.03,Drought-resistant Crops,883.49,MEDIO
2006,France,Soybeans,13.99,502.02,6.38,3,36.67,47.07,Organic Farming,619.64,BAIXO
2011,Argentina,Wheat,18.52,1298.0,28.94,7,85.88,82.46,No Adaptation,297.94,MEDIO
2007,Brazil,Coffee,15.29,887.92,16.12,2,13.58,45.36,Drought-resistant Crops,1860.07,MEDIO
1994,Australia,Sugarcane,7.81,1755.18,25.71,3,40.92,97.01,No Adaptation,1130.45,MEDIO
2000,France,Vegetables,16.59,833.03,18.14,10,67.17,32.38,Organic Farming,200.71,MEDIO
1994,India,Corn,0.94,1903.96,23.48,4,14.36,39.66,Organic Farming,808.99,MEDIO
2003,USA,Sugarcane,33.78,505.97,28.82,2,40.02,98.05,Water Management,488.61,MEDIO
1997,Argentina,Coffee,33.19,2996.85,2.26,2,94.09,60.21,Organic Farming,884.84,BAIXO
2006,USA,Vegetables,25.23,620.88,25.78,1,50.37,89.52,Drought-resistant Crops,369.5,MEDIO
1998,France,Vegetables,0.86,984.72,9.56,8,54.22,65.74,Crop Rotation,282.3,BAIXO
2000,Brazil,Cotton,17.26,545.27,22.61,4,85.67,99.75,No Adaptation,810.85,MEDIO
1997,Australia,Coffee,6.27,1072.23,0.5,2,29.76,96.47,Crop Rotation,435.14,BAIXO
2006,Russia,Wheat,32.98,2640.46,5.59,9,70.35,57.19,Drought-resistant Crops,633.68,BAIXO
2002,Canada,Wheat,17.1,1856.67,24.63,1,11.8,51.2,Drought-resistant Crops,812.4,MEDIO
2007,India,Vegetables,1.85,975.44,0.53,9,35.38,61.44,Drought-resistant Crops,544.01,BAIXO
2020,Brazil,Wheat,10.27,1782.92,27.7,0,62.88,30.04,Crop Rotation,478.81,MEDIO
2003,Nigeria,Sugarcane,28.88,832.09,13.38,3,95.29,61.13,Drought-resistant Crops,746.62,MEDIO
1996,USA,Rice,12.65,1573.41,28.65,7,17.9,83.45,Water Management,769.86,MEDIO
2000,Brazil,Wheat,10.16,1580.86,1.18,2,11.7,86.76,Organic Farming,770.83,BAIXO
